fid,Zone,ndvi_count,ndvi_mean,ndvi_median,ndvi_stdev,ndvi_min,ndvi_max,ndvi_range,ndvi_variance
10,10,12018,0.142695921631797,0.129340752959251,0.0595723396516557,-0.0442240945994854,0.411619126796722,0.455843221396208,0.00354886365157223
11,11,9861,0.158724184108819,0.139014407992363,0.0709350815091196,0.00791379064321518,0.426726073026657,0.418812282383442,0.00503178578870544
12,12,24989,0.159579990477573,0.142302468419075,0.0694419262100385,-0.0111820073798299,0.444298654794693,0.455480662174523,0.00482218111576044
13,13,20753,0.175156725754544,0.186245486140251,0.106237244787416,-0.0403922945261002,0.449692755937576,0.490085050463676,0.0112863521800213
14,14,27237,0.152531000425303,0.146873295307159,0.0496046999229724,0.0205718278884888,0.419995099306107,0.399423271417618,0.00246062625444814
15,15,37987,0.207821677586106,0.191521227359772,0.0733468839115494,-0.0437012910842896,0.426658511161804,0.470359802246094,0.0053797653795343
